"Catalog Number","Additional Identifier Values","Collector","Associated Collectors","Number","Date","Verbatim Date","Year","Month","Day","Day of year range","Scientific Name","Author","Identification Qualifier","Family","Identified By","Date Identified","ID References","ID Remarks","Taxon Remarks","Country","State/Province","Muncipality","Locality","Location ID","Locality Security","Latitude","Longitude","Uncertainty (meters)","Datum","Verbatim Coordinates","Elevation in Meters","Verbatim Elevation","Depth in Meters","Verbatim Depth","Georeferenced By","Georeference Protocol","Georeference Sources","Georef Verification Status","Georeference Remarks","Habitat","Substrate","Associated Taxa","Description","Notes","Dynamic Properties","Life Stage","Sex","Individual Count","Sampling Protocol","Preparations","Phenology","Establishment Means","Cultivated Checkbox","Type Status","Disposition","Occurrence Id","Field Number","Owner Code","Basis of Record","Language","Processing Status","Label Project","Duplicate Quantity"
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2864,2023-06-10,"06.10.2023",2023,6,10,NA,"Phacelia heterophylla Pursh","Pursh",NA,"Hydrophyllaceae","RCB",2023-06-15,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"3.2mi at 77° from Kueny cnyn.",NA,NA,42.692,-118.9367,"+/- 5m'","WGS84",NA,"1,617","1,617",NA,NA,NA,NA,NA,NA,NA,"Stable basalt ledges and talus slopes",NA,"Artemisia tridentata var. wyomingensis, Juniperus occidentalis, Poa secunda, Lupinus sp., Bromus tectorum, Lomatium triternatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2865,2023-06-11,"06.11.2023",2023,6,11,NA,"Eriocoma thurberiana (Piper) Romasch.","(Piper) Romasch.",NA,"Poaceae","RCB",2023-06-15,NA,NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 235° from South fk. Ryegrass crk.",NA,NA,42.9831,-118.0786,"+/- 5m'","WGS84",NA,"1,376","1,376",NA,NA,NA,NA,NA,NA,NA,"Lithosols derived from lava flows",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Pseudoroegneria spicata, Poa secunda, Elymus elymoides, Crepis intermedia, Crepis occidentalis, Castilleja chromosa, Eriogonum ovalifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2866,2023-06-11,"06.11.2023",2023,6,11,NA,"Elymus elymoides (Raf.) Swezey","(Raf.) Swezey",NA,"Poaceae","RCB",2023-06-15,NA,NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 235° from South fk. Ryegrass crk.",NA,NA,42.9831,-118.0786,"+/- 5m'","WGS84",NA,"1,376","1,376",NA,NA,NA,NA,NA,NA,NA,"Lithosols derived from lava flows",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Pseudoroegneria spicata, Poa secunda, Elymus elymoides, Crepis intermedia, Crepis occidentalis, Castilleja chromosa, Eriogonum ovalifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2867,2023-06-11,"06.11.2023",2023,6,11,NA,"Erigeron chrysopsidis A. Gray var. austiniae (Greene) G.L. Nesom","(Greene) G.L. Nesom",NA,"Asteraceae","RCB",2023-06-15,"Flora of Oregon",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 235° from South fk. Ryegrass crk.",NA,NA,42.9831,-118.0786,"+/- 5m'","WGS84",NA,"1,376","1,376",NA,NA,NA,NA,NA,NA,NA,"Lithosols derived from lava flows",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Pseudoroegneria spicata, Poa secunda, Elymus elymoides, Crepis intermedia, Crepis occidentalis, Castilleja chromosa, Eriogonum ovalifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2868,2023-06-11,"06.11.2023",2023,6,11,NA,"Pseudoroegneria spicata (Pursh) Á.Löve","(Pursh) Á.Löve",NA,"Poaceae","RCB",2023-06-15,NA,NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 235° from South fk. Ryegrass crk.",NA,NA,42.9831,-118.0786,"+/- 5m'","WGS84",NA,"1,376","1,376",NA,NA,NA,NA,NA,NA,NA,"Lithosols derived from lava flows",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Pseudoroegneria spicata, Poa secunda, Elymus elymoides, Crepis intermedia, Crepis occidentalis, Castilleja chromosa, Eriogonum ovalifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2869,2023-06-11,"06.11.2023",2023,6,11,NA,"Allium nevadense S. Watson","S. Watson",NA,"Amaryllidaceae","RCB",2023-06-15,"Flora of Oregon",NA,NA,"U.S.A.","Oregon",NA,"0.5mi at 139° from Small Butte.",NA,NA,42.9432,-118.1228,"+/- 5m'","WGS84",NA,"1,595","1,595",NA,NA,NA,NA,NA,NA,NA,"Thin soil areas on steep slopes",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Poa secunda, Lupinus sp., Erigeron linearis, Leymus cinereus, Astragalus filipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2870,2023-06-11,"06.11.2023",2023,6,11,NA,"Leymus cinereus (Scribn. & Merr.) Á.Löve","(Scribn. & Merr.) Á.Löve",NA,"Poaceae","RCB",2023-06-15,NA,NA,NA,"U.S.A.","Oregon",NA,"0.5mi at 123° from Small Butte.",NA,NA,42.9445,-118.1205,"+/- 5m'","WGS84",NA,"1,582","1,582",NA,NA,NA,NA,NA,NA,NA,"Toe of slopes and hillsides",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Poa secunda, Lupinus sp., Erigeron linearis, Leymus cinereus, Astragalus filipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Linda Martin, Payton Lott",2871,2023-06-11,"06.11.2023",2023,6,11,NA,"Astragalus filipes Torr. ex A. Gray","Torr. ex A. Gray",NA,"Fabaceae","RCB",2023-06-15,NA,NA,NA,"U.S.A.","Oregon",NA,"0.6mi at 75° from Warm Springs crk.",NA,NA,43.9442,-118.1205,"+/- 5m'","WGS84",NA,"1,093","1,093",NA,NA,NA,NA,NA,NA,NA,"Toe of slopes and hillsides",NA,"Artemisia tridentata var. wyomingensis, Eriocoma thurberiana, Poa secunda, Lupinus sp., Erigeron linearis, Leymus cinereus, Astragalus filipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf","Payton Lott",2872,2023-06-12,"06.12.2023",2023,6,12,NA,"Penstemon speciosus Douglas","Douglas",NA,"Plantaginaceae","RCB",2023-06-15,"Jepson Eflora",NA,NA,"U.S.A.","Oregon",NA,"0.5mi at 286° from South fk. Ryegrass crk.",NA,NA,42.9908,-118.0776,"+/- 5m'","WGS84",NA,"1,365","1,365",NA,NA,NA,NA,NA,NA,NA,"Silty basalt flows.",NA,"Artemisia tridentata ssp. wyomingensis, Grayia spinosa, Eriocoma thurberiana, Pseudoroegneria spicata, Crepis intermedia, Erigeron linearis, Allium sp., Eriogonum ovalifolium","Corolla light purple-blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2913,2023-07-27,"07.27.2023",2023,7,27,NA,"Eriogonum heracleoides Nutt. var.  heracleoides","Nutt.",NA,"Polygonaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriocoma occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2914,2023-07-27,"07.27.2023",2023,7,27,NA,"Eriogonum umbellatum Torr. var.  modocense (Greene) S. Stokes","(Greene) S. Stokes",NA,"Polygonaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2915,2023-07-27,"07.27.2023",2023,7,27,NA,"Phacelia hastata Douglas ex Lehm. var.  hastata","Douglas ex Lehm.",NA,"Hydrophyllaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2916,2023-07-27,"07.27.2023",2023,7,27,NA,"Erigeron speciosus (Lindl.) DC.","(Lindl.) DC.",NA,"Asteraceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2917,2023-07-27,"07.27.2023",2023,7,27,NA,"Bromus sitchensis Trin. var. marginatus (Piper) Otting and R.E. Brainerd","(Piper) Otting and R.E. Brainerd",NA,"Poaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2918,2023-07-27,"07.27.2023",2023,7,27,NA,"Orthocarpus cuspidatus Greene var. cryptanthus (Piper) T.I. Chuang & Heckard","(Piper) T.I. Chuang & Heckard",NA,"Orobanchaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2919,2023-07-27,"07.27.2023",2023,7,27,NA,"Eriocoma occidentalis (Thurb. ex S. Watson) subsp.  californica (Merr. & Burtt Davy) Romasch.","(Merr. & Burtt Davy) Romasch.",NA,"Poaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2920,2023-07-27,"07.27.2023",2023,7,27,NA,"Leptosiphon nuttallii (A. Gray) J.M. Porter & L.A. Johnson subsp. nuttallii","(A. Gray) J.M. Porter & L.A. Johnson",NA,"Caryophyllaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.4mi at 355° from Big Indian crk.",NA,NA,42.673,-118.6911,"+/- 5m'","WGS84",NA,"2,239","2,239",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Achantherum occidentalis var. californica, Leptosiphon nuttallii, Eriogonum umbellatum, Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2921,2023-07-27,"07.27.2023",2023,7,27,NA,"Eriogonum heracleoides Nutt. var. heracleoides","Nutt.",NA,"Polygonaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 33° from Corral crk.",NA,NA,42.7581,-118.7203,"+/- 5m'","WGS84",NA,"1,989","1,989",NA,NA,NA,NA,NA,NA,NA,"Sage meadows",NA,"Artemisia tridentata, Elymus elymoides, Festuca idahoensis, Poa secunda, Symphoricarpos sp., Bromus sp., Poa bulbosa, Androsace sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2922,2023-07-27,"07.27.2023",2023,7,27,NA,"Bromus sitchensis Trin. var. marginatus (Piper) Otting and R.E. Brainerd","(Piper) Otting and R.E. Brainerd",NA,"Poaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 33° from Corral crk.",NA,NA,42.7581,-118.7203,"+/- 5m'","WGS84",NA,"1,989","1,989",NA,NA,NA,NA,NA,NA,NA,"Sage meadows",NA,"Artemisia tridentata, Elymus elymoides, Festuca idahoensis, Poa secunda, Symphoricarpos sp., Bromus sp., Poa bulbosa, Androsace sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2923,2023-07-27,"07.27.2023",2023,7,27,NA,"Elymus elymoides (Raf.) Swezey","(Raf.) Swezey",NA,"Poaceae","RCB",2023-08-28,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 33° from Corral crk.",NA,NA,42.7581,-118.7203,"+/- 5m'","WGS84",NA,"1,989","1,989",NA,NA,NA,NA,NA,NA,NA,"Sage meadows",NA,"Artemisia tridentata, Elymus elymoides, Festuca idahoensis, Poa secunda, Symphoricarpos sp., Bromus sp., Poa bulbosa, Androsace sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2928,2023-08-17,"08.17.2023",2023,8,17,NA,"Ericameria greenei (A. Gray) G.L. Nesom","(A. Gray) G.L. Nesom",NA,"Asteraceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2929,2023-08-17,"08.17.2023",2023,8,17,NA,"Cercocarpus ledifolius Nutt.","Nutt.",NA,"Rosaceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2930,2023-08-17,"08.17.2023",2023,8,17,NA,"Ceanothus velutinus Douglas ex Hook.","Douglas ex Hook.",NA,"Rhamnaceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2931,2023-08-17,"08.17.2023",2023,8,17,NA,NA,NA,NA,NA,"RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2932,2023-08-17,"08.17.2023",2023,8,17,NA,"Artemisia arbuscula Nutt.","Nutt.",NA,"Asteraceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2933,2023-08-17,"08.17.2023",2023,8,17,NA,"Holodiscus discolor (Pursh) Maxim. var. glabrescens (Greenm.) Jeps.","(Greenm.) Jeps.",NA,"Rosaceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",1,2023-06-20,"6.20.2023",2023,6,20,NA,"Astragalus filipes Torr. ex A. Gray","Torr. ex A. Gray",NA,"Fabaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.9mi at 228° from Road lk.",NA,NA,43.0276,-118.633,"+/- 5m'","WGS84",NA,"1,415","1,415",NA,NA,NA,NA,NA,NA,NA,"Gravelly lithosols on rim of a basalt mesa",NA,"Erigeron linearis, Lomatium cous, Balsamorhiza hookeri, Scuttelaria antirrhinoides, S. nana, Bromus tectorum, Penstemon deustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",2,2023-06-20,"6.20.2023",2023,6,20,NA,"Sphaeralcea munroana (Douglas ex Lindl) Spach","(Douglas ex Lindl.) Spach",NA,"Malvaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.9mi at 228° from Road lk.",NA,NA,43.0276,-118.633,"+/- 5m'","WGS84",NA,"1,415","1,415",NA,NA,NA,NA,NA,NA,NA,"Gravelly lithosols on rim of a basalt mesa",NA,"Erigeron linearis, Lomatium cous, Balsamorhiza hookeri, Scuttelaria antirrhinoides, S. nana, Bromus tectorum, Penstemon deustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",3,2023-06-27,"6.27.2023",2023,6,27,NA,"Sphaeralcea munroana (Douglas ex Lindl) Spach","(Douglas ex Lindl.) Spach",NA,"Malvaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.4mi at 85° from Palomino lk.",NA,NA,42.899,-117.9342,"+/- 5m'","WGS84",NA,"1,261","1,261",NA,NA,NA,NA,NA,NA,NA,"Rim of dry lake, lithosols derived from lava flows",NA,"Artemisia tridentata, Poa secunda, Erigeron linearis, Astragalus curvicarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",4,2023-06-29,"6.29.2023",2023,6,29,NA,"Eriogonum sphaerocephalum Douglas ex Benth.","Douglas ex Benth.",NA,"Polygonaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 115° from Big Basin.",NA,NA,42.7758,-117.951,"+/- 5m'","WGS84",NA,"1,355","1,355",NA,NA,NA,NA,NA,NA,NA,"Gravelly ridge rising from silty basalt flows.",NA,"Achnatherum thurberianum, Poa secunda, Erigeron spp., Eriogonum ovalifolium var. purpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",5,2023-06-29,"6.29.2023",2023,6,29,NA,"Eriogonum ovalifolium Nutt.","(Nutt.) Durand",NA,"Polygonaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 115° from Big Basin.",NA,NA,42.7758,-117.951,"+/- 5m'","WGS84",NA,"1,355","1,355",NA,NA,NA,NA,NA,NA,NA,"Gravelly ridge rising from silty basalt flows.",NA,"Achnatherum thurberianum, Poa secunda, Erigeron spp., Eriogonum ovalifolium var. purpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",6,2023-07-03,"7.03.2023",2023,7,3,NA,"Helianthus annuus (L.)","L.",NA,"Asteraceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.6mi at 324° from Warm Springs crk.",NA,NA,43.5944,-118.2575,"+/- 5m'","WGS84",NA,"1,043","1,043",NA,NA,NA,NA,NA,NA,NA,"Gravelly shores of resevoir.",NA,"Eriogonum microthecum, Peraphyllum ramosissimum, Purshia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",7,2023-07-04,"7.04.2023",2023,7,4,NA,"Erigeron linearis (Hook.) Piper","(Hook.) Piper",NA,"Asteraceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.3mi at 154° from Surprise lk. rsvr.",NA,NA,43.453,-119.8318,"+/- 5m'","WGS84",NA,"1,425","1,425",NA,NA,NA,NA,NA,NA,NA,"Silty sagebrush flats.",NA,"Artemisia tridentata ssp. wyomingensis, Poa secunda, Eriocoma thurberiana, Elymus elymoides, Ionactis alpina, Crepis acuminata, Phlox hoodii, Delphinium andersonii, Alyssum desertorum, Lewisia rediviva, Antennaria dimorpha, Eriogonum ovalifolium, Phlox longifolia, Bromus tectorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",8,2023-07-05,"7.05.2023",2023,7,5,NA,"Lomatium triternatum (Pursh) J.M. Coult. & Rose","(Pursh) J.M. Coult. & Rose",NA,"Apiaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.6mi at 213° from Obiaque Water Hole.",NA,NA,43.4776,-119.3516,"+/- 5m'","WGS84",NA,"1,353","1,353",NA,NA,NA,NA,NA,NA,NA,"Rim of lava rocks descending to a sage flats.",NA,"Artemisia tridentata, Lomatium nudicaule, Erigeron linearis, Erigeron pumilus, Festuca oregona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
