ObjectID,GlobalID,SPEC_CHAR,LIN_NUM,Did you complete the associated Scouting Form?,Have you completed the associated Collection Equation Form?,COLL_ID,Collection Number,Seed Collection Reference Number,Alt. Collection Number,COLL_DT,adjusted_date,Did you collect on a second date?,SECOND_COLL_DT,Did you collect on additional days?,Date range,Collector Name(s),Taxa,NRCS PLANTS Code,outboxID,Approximate Number of Plants Found,Number of Plants Sampled,Collection Area Sampled in Acres,Seeds Collected From,Average Plant Height in Feet,Field Notes,Latitude,Longitude,Degree_long,Degree_lat,min_long,min_lat,long_sec,lat_sec,LATITUDE,LONGITUDE,GEOREF_SOURCE,GPS Datum,Elevation in feet,Subunit,Area within subunit,Location Details,State,County,Ecoregion Code,Seed Zone,Land owner,Non-BLM permission filed?,"Ecological Site Description, Habitat Type and/or National Vegetation Classification",Associated Species List,Modifying Factors,Describe other modifying factors,Land Form,Land Use,Geology,Approximate Slope in Degrees,Aspect,Soil Texture,SOIL_COLOR,Number of pressed specimens,Date voucher taken,Herbaria Receiving the Specimen,Identified by,Location of Identification,Date Identified,CreationDate,Creator,EditDate,Editor,Empirical Seed Zone,Ecoregion Name,Elevation in meters,NDA voucher collected?,NDA voucher number,Date Source ID application submitted to NDA?,adjusted_date2,x,y
32,b8818338-b6eb-4478-b941-d589aca22d5d,No,,Y,Y,OR020,1218,OR020-1218,3,6/21/2023 12:00:00 AM,6/21/2023 6:00:00 AM,Y,6/22/2023 12:00:00 AM,N,,"Rees, L., Martin, L. ",Nothocalais troximoides,NOTR2,OR020-1218-NOTR2,10000,5017,100,P,0.6,"High levels of insect activity
",43.5225858305721,-119.2884035551,119,43,17,31,18.2527983597583,21.3089900596282,43°31'21.308990059628172 N,119°17'18.252798359758344 E,Geopoint,WGS84,4582.185186,Sage Hen Flats,Double 0 Ranch Road,"
From Burns head west on Highway 20 for 12 miles. Take the left on Double 0 Ranch Road and immediate left after first cattle grid towards the gravel pit. Area is immediately south of the gravel pit parking area, between the two southbound primitive roads. ",Oregon,Harney,,15 - 20 / semi-arid,BLM,,Sagebrush steppe,"NOTR2,ARCAB3,AGGL,FEID,ELEL5,POSE",None,,Plains,"Grazing,Recreation,Rangeland","Sedimentary, clastic",0,S,Sandy_Clay,10YR 5/3,4,6/8/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/8/2023 6:00:00 PM,8/4/2023 1:25:24 AM,lmartin49,10/4/2023 10:10:29 PM,loganrees,,Northern Basin and Range,1396,,,,6/22/2023 6:00:00 AM,-119.2884035551,43.5225858305721
33,19733d61-e16e-4beb-bc5e-21e512db4168,No,,Y,Y,OR020,1219,OR020-1219,5,6/28/2023 12:00:00 AM,6/28/2023 6:00:00 AM,N,,,,"Rees, L., Martin, L. ",Erigeron chrysopsidis var. austiniae,ERAU6,OR020-1219-ERAU6,1500,917,100,P,0.4,,42.9844922082267,-118.080696819513,118,42,4,59,50.5085502483132,4.17194961629036,42°59'4.171949616290362 N,118°4'50.50855024831321 E,Geopoint,WGS84,4501.93928270089,Lava Tubes ACEC,Ryegrass Creek Road,From Burns Junction travel 10 miles North on Highway 78. Take left through gate onto Ryegrass Creek Road. Travel to parking spot 0.2 miles after the gate. Population is immediately to the South.,Oregon,Malheur,,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ARMI4,ARCAB3,POSE,ACTH7,PSSP6,ELEL5",None,,Plains,"Grazing,Wilderness,Recreation","Sedimentary, clastic",0,Flat,Sandy_Loam,10YR 4/3,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/15/2023 6:00:00 PM,8/4/2023 1:25:24 AM,lmartin49,10/4/2023 10:10:30 PM,loganrees,,Northern Basin and Range,1372,,,,1/1/1970 6:00:00 AM,-118.080696819513,42.9844922082267
34,3370490d-217f-4fe0-aaac-f8135bc4dff2,No,,Y,Y,OR020,1220,OR020-1220,10,7/5/2023 12:00:00 AM,7/5/2023 6:00:00 AM,N,,,,"Rees, L., Martin, L. ",Lomatium triternatum,LOTR2,OR020-1220-LOTR2,5000,2052,50,P,1,,43.4776292463537,-119.351611088232,119,43,21,28,5.79991763445037,39.4652868731424,43°28'39.46528687314242 N,119°21'5.799917634450367 E,Geopoint,WGS84,4451.440363515,Sage Hen Flats,Double 0 Ranch Road ,From Burns travel west on Highway 20. Turn left on Double 0 Ranch Road and head south for 2 miles until the pylons. Take primitive road under the pylons heading west for approximately 3 miles until the site. ,Oregon,Harney,,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ARCAB3,LONU2,ERLI,ERCOC3,POSE",Grazed,,"Plateau,Plains","Grazing,Rangeland","Igneous, volcanic",5,W,Sandy_Clay,10YR 5/3,4,7/5/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",From_Photograph,7/4/2023 6:00:00 PM,8/4/2023 1:25:25 AM,lmartin49,10/4/2023 10:10:30 PM,loganrees,,Northern Basin and Range,1356,,,,1/1/1970 6:00:00 AM,-119.351611088232,43.4776292463537
35,03c74547-f210-4c9a-bf87-f55c2e68b591,No,,Y,Y,OR020,1222,OR020-1222,13,7/12/2023 12:00:00 AM,7/12/2023 6:00:00 AM,Y,7/18/2023 12:00:00 AM,Y,20230719-20230720,"Rees, L., Martin, L. ",Achnatherum thurberianum,ACTH7,OR020-1222-ACTH7,4000,3410,100,P,3,,43.4530447037381,-119.831639535293,119,43,49,27,53.9023270536495,10.9609334571121,43°27'10.960933457112105 N,119°49'53.902327053649515 E,Geopoint,WGS84,4679.34172431917,Burns FO,Wagontire Road,From Burns travel west on 20 through Riley. Continue through Riley towards Bend on Highway 20 for approximately 12 miles. Turn South on Wagontire Road for approximately 5 miles until the site. ,Oregon,Harney,,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ERLI,ERCOC3,LONU2,POSE,ARCAB3",Grazed,,Plains,"Grazing,Rangeland","Igneous, volcanic",5,W,Silt_Loam,10YR 4/2,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/8/2023 6:00:00 PM,8/4/2023 1:25:25 AM,lmartin49,10/4/2023 10:10:31 PM,loganrees,,Northern Basin and Range,1426,,,,7/18/2023 6:00:00 AM,-119.831639535293,43.4530447037381
36,2075a50b-f1d7-46fb-98c5-73ae9396a225,No,,Y,Y,OR020,1221,OR020-1221,9,7/11/2023 12:00:00 AM,7/11/2023 6:00:00 AM,N,,,,"Rees, L., Martin, L. ",Erigeron linearis,ERLI,OR020-1221-ERLI,2000,1027,5,P,0.1,,43.4529759781849,-119.831751549306,119,43,49,27,54.3055775018763,10.7135214657762,43°27'10.713521465776239 N,119°49'54.305577501876314 E,Geopoint,WGS84,4671.91616,Wagontire,Wagontire Gap Ranch Road,From Burns head west on Highway 20 through Riley. Beyond Riley remain on Highway 20 towards Bend for approximately 12 miles. Turn left onto Wagontire Road and continue south for 7 miles until site.,Oregon,Harney,,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ERCOC3,KOMA,ARCAB3,ACTH7,ERFI2",None,,Plains,Grazing,"Igneous, volcanic",1,Flat,Silt_Loam,10YR 4/2,4,7/11/2023 6:00:00 PM,"US, RENO, OSC, UTC","L. Rees, Chicago Botanic Garden",In_Field,7/4/2023 6:00:00 PM,8/4/2023 1:25:26 AM,lmartin49,10/4/2023 10:10:31 PM,loganrees,,Northern Basin and Range,1424,,,,1/1/1970 6:00:00 AM,-119.831751549306,43.4529759781849
37,4f6a2652-2f69-44f3-8a54-f4c023c2c247,No,,Y,Y,OR020,1228,OR020-1228,19,8/1/2023 12:00:00 AM,8/1/2023 6:00:00 AM,Y,8/2/2023 12:00:00 AM,N,,"Rees, L., Martin, L. ",Elymus elymoides,ELEL5,OR020-1228-ELEL5,3000,1521,100,P,1,,42.7581845040669,-118.720170756534,118,42,43,45,12.6147235211317,29.464214640879,42°45'29.46421464087905 N,118°43'12.614723521131737 E,Geopoint,WGS84,6518.74276619673,Steens Mountain Wilderness,North Loop Road ,From Frenchglen travel East onto Steens North Loop dirt road for approximately 12 miles. At cattle grid turn left into clearing (dispersed camping area with car parking spaces). Site is 400m downslope from the clearing. ,Oregon,Harney,,15 - 20 / humid,BLM,,Sage Meadow,"ARMI4,ERCOC3,ERHE2,ACBL,POSE",None,,"Foothills,Footslope,Highland,Hillslope","Recreation,Wilderness,Wildlife_Habitat,Grazing","Igneous, volcanic",5,NW,Sandy_Loam,10YR 5/3,4,7/26/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,7/26/2023 6:00:00 PM,8/4/2023 1:25:26 AM,lmartin49,10/4/2023 10:10:32 PM,loganrees,,Northern Basin and Range,1986,,,,8/2/2023 6:00:00 AM,-118.720170756534,42.7581845040669
38,b4d7a44e-702a-4959-81f7-a6272ef82b2a,No,,Y,Y,OR020,1223,OR020-1223,14,7/24/2023 12:00:00 AM,7/24/2023 6:00:00 AM,N,,,,"Rees, L., Martin, L., Benkendorf, R.",Penstemon deustus,PEDE4,OR020-1223-PEDE4,1000,311,300,P,1,,43.5384681,-119.4207185,119,43,25,32,14.586600000024,18.4851600000104,43°32'18.48516000001041 N,119°25'14.586600000023964 E,Geopoint,WGS84,4399.60644,Sage Hen Flats,West Riley Highway 20,From Riley head west towards Burns for 4 miles on Highway 20. Pull out on the south side of the road into small parking space. Site is on south side of road at the pull out. ,Oregon,Harney,,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ARCAB3,ERLI,ERCOC3,LOTR2,POSE",None,,Flat,"Grazing,Rangeland","Igneous, volcanic",0,Flat,Silty_Clay,10YR 5/3,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/15/2023 6:00:00 PM,8/4/2023 1:25:27 AM,lmartin49,10/4/2023 10:10:32 PM,loganrees,,Northern Basin and Range,1341,,,,1/1/1970 6:00:00 AM,-119.4207185,43.5384681
39,5396f7c2-6701-4be4-850a-3656d5d60daa,No,,Y,Y,OR020,1224,OR020-1224,15,7/25/2023 12:00:00 AM,7/25/2023 6:00:00 AM,N,,,,"Rees, L., Martin, L., Benkendorf, R.",Lomatium triternatum,LOTR2,OR020-1224-LOTR2,2000,753,200,P,1,,42.692409,-118.939512,118,42,56,41,22.2431999999765,32.6723999999922,42°41'32.672399999992194 N,118°56'22.24319999997647 E,Geopoint,WGS84,53477.692,Steens Mountain Wilderness ,South Steens Loop Road ,From Frenchglen travel south on Highway 205 for 10 miles. Turn left onto South Steens Loop Road and travel 4 miles until Gate 5. Site is south of the road at Gate 5. ,Oregon,Harney,,20 - 25 / semi-humid,BLM,,Sagebrush Steppe,"ARCAB3,ERLI,ERCOC3,LONU2,JUOC",None,,Plateau,"Grazing,Recreation,Wilderness","Igneous, volcanic",5,SW,Sandy_Clay_Loam,10YR 6/2,4,6/10/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/10/2023 6:00:00 PM,8/4/2023 1:25:27 AM,lmartin49,10/4/2023 10:10:33 PM,loganrees,,Northern Basin and Range,16300,,,,1/1/1970 6:00:00 AM,-118.939512,42.692409
40,ad074036-f5bb-4ef8-b836-9d75c48adef5,No,,Y,Y,OR020,1225,OR020-1225,16,7/25/2023 12:00:00 AM,7/25/2023 6:00:00 AM,Y,7/26/2023 12:00:00 AM,N,," Rees, L., Martin, L., Benkendorf, R.",Poa secunda,POSE,OR020-1225-POSE,20000,8824,200,P,1,,42.655769,-118.917635,118,42,55,39,3.48600000001511,20.7683999999978,42°39'20.76839999999777 N,118°55'3.4860000000151103 E,Geopoint,WGS84,5583.98968,Steens Mountain Wilderness,South Loop,From Frenchglen travel south on Highway 205 for 10 miles. Turn left onto South Steens Loop Road and travel 7 miles until right junction. Site is at the intersection of the two dirt roads. ,Oregon,Harney,,20 - 25 / semi-humid,BLM,,Sage Meadow,"ARCAB3,ACTH7,ERLI,JUOC,FEID",None,,"Foothills,Plains,Plateau","Grazing,Wilderness","Igneous, volcanic",5,E,Sandy_Clay_Loam,10YR 6/2,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/15/2023 6:00:00 PM,8/4/2023 1:25:28 AM,lmartin49,10/4/2023 10:10:33 PM,loganrees,6,Northern Basin and Range,1702,,,,7/26/2023 6:00:00 AM,-118.917635,42.655769
41,a9620dcf-34af-408d-a1a5-eccb1276c196,No,,Y,Y,OR020,1226,OR020-1226,17,7/26/2023 12:00:00 AM,7/26/2023 6:00:00 AM,N,,,,"Rees, L., Martin, L. ",Erigeron linearis,ERLI,OR020-1226-ERLI,1000,204,100,P,0.1,,42.692417,-118.9395,118,42,56,41,22.1999999999832,32.7011999999962,42°41'32.70119999999622 N,118°56'22.19999999998322 E,Geopoint,WGS84,5347.7692,Steens Mountain Wilderness,South Loop,From Frenchglen travel south on Highway 205 for 10 miles. Turn left onto South Steens Loop Road and travel 4 miles until Gate 5. Site is south of the road at Gate 5. ,Oregon,Harney,,20 - 25 / semi-humid,BLM,,Sage Meadow,"ARCAB3,LOTR2,JUOC,POSE,ACTH7",None,,Foothills,"Protected,Wilderness","Igneous, volcanic",5,SW,Sandy_Clay_Loam,10YR 6/2,0,,,"R. Benkendorf, Chicago Botanic Garden",In_Field,7/26/2023 6:00:00 PM,8/4/2023 1:25:28 AM,lmartin49,10/4/2023 10:10:34 PM,loganrees,,Northern Basin and Range,1630,,,,1/1/1970 6:00:00 AM,-118.9395,42.692417
42,56327389-6aff-4cdd-a4ba-fa52d83db414,No,,Y,Y,NV010,7,NV010-7,,8/1/2023 12:00:00 AM,8/1/2023 7:00:00 AM,Y,8/2/2023 12:00:00 AM,,,"Sermersheim, H., Rytting, G., Benkendorf, R.",Festuca idahoensis,FEID,NV010-7-FEID,600000,681,1,P,3,,41.5335368038504,-115.69860429325,115,41,41,32,54.9754556984135,0.73249386127145,41°32'0.7324938612714504 N,115°41'54.9754556984135 E,Geopoint,WGS84,6432.44626771441,Tuscarora Field Office,Mount Ichabod,"1.1 hrs from Elko NV via NV-225 N/Mountain City Highway N. Head N on NV-225 for 54.5 mi. Turn R onto N Fork Charleston Rd and continue E for 6 mi. Continue heading E on Eco Road 746 for 2 mi then turn L onto dirt road. Head W for 0.1 mi, population will be on N right side of road.",Nevada,Elko,13E,5 - 10 / semi-humid,BLM,,R025XY012NV - LOAMY SLOPE 12-16 P.Z.,"POSE,ELEL5,BAHO,ALAC4,PHHOH",None,,"Ridge,Saddle","Grazing,Recreation","Igneous, volcanic",3,S,Silt_Loam,7.5YR 3/3,4,8/1/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA),, Bristlecone Pine Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Day_of_Collection,8/1/2023 6:43:59 PM,8/7/2023 2:52:33 PM,hazeyserm,9/15/2023 11:24:21 PM,rbenkendorf,,Central Basin and Range,1960,Y,,,,-115.69860429325,41.5335368038504
43,2b25c854-30be-4302-95e9-1b051b8544bd,No,,Y,Y,NV010,6,NV010-6,,8/1/2023 12:00:00 AM,8/1/2023 7:00:00 AM,Y,8/2/2023 12:00:00 AM,,,"Sermersheim, H,. Rytting, G,. Benkendorf, R.",Poa secunda,POSE,NV010-6-POSE,8000000,467,1,P,1,,41.5335469053372,-115.698600311154,115,41,41,32,54.9611201536175,0.76885921395899,41°32'0.76885921395899 N,115°41'54.96112015361746 E,Geopoint,WGS84,6433.28009089175,Tuscarora Field Office,Mount Ichabod,"1.1 hrs from Elko NV via NV-225 N/Mountain City Highway N. Head N on NV-225 for 54.5 mi. Turn R onto N Fork Charleston Rd and continue E for 6 mi. Continue heading E on Eco Road 746 for 2 mi then turn L onto dirt road. Head W for 0.1 mi, population will be on right side of road.",Nevada,Elko,13E,5 - 10 / semi-humid,BLM,,R025XY012NV - LOAMY SLOPE 12-16 P.Z.,"FEID,BAHO,ALAC4,PHHOH,ELEL5",None,,"Ridge,Saddle","Grazing,Recreation",,3,S,Silt_Loam,7.5YR 3/3,4,8/1/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Bristlecone Pine Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,9/1/2023 11:43:48 PM,8/7/2023 2:57:24 PM,hazeyserm,9/15/2023 11:44:05 PM,sgarcia61,8,Central Basin and Range,1960,Y,,,,-115.698600311154,41.5335469053372
44,8f33529e-a18d-4e40-8ae1-59a4b9af14c2,No,,Y,Y,FWS0800,49,FWS0800-49,N/A,8/4/2023 12:00:00 AM,8/4/2023 7:00:00 AM,N,,,,"A. Sigarroa, S. Plante",Elymus cinereus,LECI4,FWS0800-49-LECI4,200,200,2,P,3,Heavily grazed area. Healthy looking population.,41.6500644561205,-118.318052407094,118,41,19,39,4.98866553702214,0.23204203391515,41°39'0.23204203391514966 N,118°19'4.988665537022143 E,Geopoint,WGS84,5037.59991090073,BLM Land,Nine Mile Summit,"From Winnemucca take US highway 95 N for about 32 miles until the junction of 95 and 140. Take the 140 northwest (left) about 65 miles to Denio Junction. Take the 140 northwest (left) toward Sheldon-Hart National Wildlife Refuge, about 36.5 miles until you reach 9 Mile Road. This road will be toward the northeast (on your right). Follow the road northeast for about 9 miles to the point. The point is within Nine Mile Summit within Sheldon NWR. The population is on both sides of the road.",Nevada,Humboldt,80E,20 - 25 / semi-arid,BLM,,Sagebrush steppe,"ARCAB3,BRTE,ACHY","Grazed,Burned,Invasives",,Backslope,"Grazing,Rangeland",N/A,1,S,Silty_Clay_Loam,7.5YR 4/2,3,8/4/2023 7:00:00 PM,"University of Nevada, Reno; Smithsonian; US Forest Service Humboldt-Toiyabe National Forest Supervisor’s office",Sophia Heston FWS Ecologist,In_Field,8/4/2023 7:00:00 PM,8/8/2023 10:35:39 PM,averymsigarroa,9/21/2023 2:33:17 PM,kthomas3,N/A,Northern Basin and Range,1535,,,,,-118.318052407094,41.6500644561205
45,8be2be93-036c-44f6-b55f-e8fae19f3eb5,,,,,,,,,,,,,,,Look for MACA here and north of dry creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/2023 4:22:50 PM,averymsigarroa,8/9/2023 4:24:58 PM,averymsigarroa,,,,,,,,-118.033248561122,41.5443478067739
46,63aa8998-212f-442f-b9df-3f4115ffd69c,No,,Y,Y,NV010,8,NV010-8,HES11,8/7/2023 12:00:00 AM,8/7/2023 7:00:00 AM,Y,8/8/2023 12:00:00 AM,Y,20230807-20230809,"Sermersheim, H., Rytting, G.",Pseudoroegneria spicata,PSSP6,NV010-8-PSSP6,100000,5000,4,P,3,,41.5336370459825,-115.698925263143,115,41,41,32,56.1309473136612,1.09336553695584,41°32'1.0933655369558437 N,115°41'56.13094731366118 E,Geopoint,WGS84,6433.35750768251,Tuscarora Field Office,Mount Ichabod,"1.1 hrs from Elko NV via NV-225 N/Mountain City Highway N. Head N on NV-225 for 54.5 mi. Turn R onto N Fork Charleston Rd and continue E for 6 mi. Continue heading E on Eco Road 746 for 2 mi then turn L onto dirt road. Head W for 0.1 mi, population will be on right side of road.",Nevada,Elko,13E,5 - 10 / semi-humid,BLM,,R025XY012NV - LOAMY SLOPE 12-16 P.Z.,"ALAC4,FEID,POSE,LECI4,ELEL5",None,,"Saddle,Ridge","Grazing,Recreation",,3,S,Silt_Loam,7.5YR 3/3,4,8/7/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Elko BLM District Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,,8/10/2023 5:29:15 PM,hazeyserm,9/15/2023 10:46:13 PM,sgarcia61,2b,Central Basin and Range,1960,Y,,,,-115.698925263143,41.5336370459825
47,d411a350-2ef9-4c33-82a5-3be804487280,No,,Y,Y,NV010,9,NV010-9,HES12,8/15/2023 12:00:00 AM,8/15/2023 7:00:00 AM,N,,,,"Sermersheim, H., Rytting, G.",Eriogonum umbellatum var. dichrocephalum,ERUMD3,NV010-9-ERUMD3,8000,1478,1,P,2,,41.7030010052672,-115.483409221466,115,41,29,42,0.273197276593464,10.8036189620623,41°42'10.803618962062274 N,115°29'0.27319727659346427 E,Geopoint,WGS84,6420.43148861362,Jarbidge Wilderness,Major gulch,"2hrs from Elko NV via NV-225 N/Mountain City Highway N. Head N on NV-225 for 55.3 mi. Turn R onto N Fork Charleston Rd and continue E for 6mi. Continue heading E on Eco road 746 for 15mi. Once at the Charleston Reservoir, turn L onto Charleston Jarbidge Rd/Jarbidge-Charleston County Rd/NF-062 and head N for 9mi. Turn right onto dirt road in front of bridge. Population is on the right.",Nevada,Elko,80E,10 - 15 / semi-humid,USFS,Y,R025XY042NV - SHALLOW LOAM 14-16 P.Z.,"BASA3,PEDE4,ARCAB3,RIVE,ERNAB2",None,,Ridge,"Grazing,Recreation","Igneous and Sedimentary, undifferentiated",12,N,Silt_Loam,Medium brown,4,8/2/2023 7:00:00 PM,"Smithsonian Institution (US), University of Nevada (RENO), Nevada Department of Agriculture (NDA), Tuscarora Field Office","R. Benkendorf, Chicago Botanic Garden",From_Pressed_Specimen_on_Another_Date,8/20/2023 5:50:17 PM,8/17/2023 7:03:46 PM,hazeyserm,9/15/2023 10:14:42 PM,rbenkendorf,,Northern Basin and Range,1956,Y,,,,-115.483409221466,41.7030010052672
48,207b3864-e75e-4654-9764-ace1fff0d686,No,,Y,Y,FWS0800,50,FWS0800-50,N/A,8/18/2023 12:00:00 AM,8/18/2023 7:00:00 AM,N,,,,"Plante S. , Sigarroa, A. , Stone, L. , Grajeda-Rojas, L.",Cercocarpus ledifolius,CELE3,FWS0800-50-CELE3,250,100,10,P,10,N/A,41.6879805032579,-118.721211700356,118,41,43,41,16.3621212808619,16.7298117286089,41°41'16.729811728608865 N,118°43'16.362121280861857 E,Geopoint,WGS84,7800.75339082565,BLM Land,Onion Valley Reservoir,"From Winnemucca take US highway 95 N for about 32 miles until the junction of 95 and 140. Take the 140 northwest (left) about 65 miles to Denio Junction. When you reach Denio Junction, turn westward to continue on the 140, following northwest toward Sheldon-Hart National Wildlife Refuge for about 9.5 miles. Turn southeast onto Alder Creek Ranch Road and continue for about 2 miles. At this point there will be a 3-way split in the road. Continue following Alder Creek Ranch Road south for about 9.5 miles. There will be a fork where you can either continue on Alder Creek Ranch Road or follow an unmarked road. This unmarked road is not often labeled clearly on maps. Follow the unmarked road southeast for about 4.2 miles around the reservoir and up a mountain (toward Blue Lake) to get to the point. The point should be at the start of Blue Lake Trailhead in Onion Valley Reservoir, about 1 mile from reservoir clearing.",Nevada,Humboldt,80E,15 - 20 / semi-humid,BLM,,Mountain mohagany/sagebrush steppe,"ARCAB3,CHVI8,ACTH7,BRTE,ERNA10,POTR5,LECI4","Grazed,Invasives",,"Plateau,Intermontane_Basin","Rangeland,Grazing,Recreation",N/A,3,NW,Sandy_Loam,5Y 2.5/1,3,8/18/2023 7:00:00 PM,"University of Nevada, Reno; Smithsonian; US Forest Service Humboldt-Toiyabe National Forest Supervisor’s office",Micheal McCampbell Winnemucca BLM,In_Field,8/14/2023 7:00:00 PM,8/21/2023 3:11:30 PM,averymsigarroa,9/12/2023 3:57:18 PM,averymsigarroa,25293,Northern Basin and Range,2377,N,,,,-118.721211700356,41.6879805032579
49,0063a3e1-65f9-4712-89e1-ef773fc6e458,No,,Y,N,NV060,26,NV060-26,,8/2/2023 12:00:00 AM,8/2/2023 7:00:00 AM,N,,,,"Lott, P.",Leymus cinereus,LECI4,NV060-26-LECI4,22000,2356,400,P,5,Large flat with some sitting water south of HWY 6,38.0862599704816,-117.571312811607,117,38,34,5,16.7261217846408,10.5358937339361,38°5'10.535893733936064 N,117°34'16.72612178464078 E,Geopoint,WGS84,4578,Tonopah FO,Big Smokey Valley,"0.8 hours from Tonopah NV via US-6 W/US-95 N/N Main St. Head west on US-6 W/US-95 N/N Main St for 26.7 mi. 1.8 mi after passing the Esmeralda Open Pit Mine, turn L heading S onto unnamed road. Continue for 0.4 mi. and turn L, head NE on road for 5.2 miles. Park at cattle guard.",Nevada,Esmeralda,13E,15 - 20 / arid,BLM,,R029XY004NV - SALINE BOTTOM,"ERICA2,SARCO",None,,"Basin,Flat",Rangeland,,0,Flat,Other,,,,,,In_Field,8/1/2023 7:00:00 PM,8/21/2023 5:45:09 PM,paytonlott00,9/14/2023 6:33:24 PM,sgarcia61,,Central Basin and Range,1450,,,,,-117.571312811607,38.0862599704816
50,e14ffaaf-b6cf-4928-8e5c-9fe7090567bc,No,,Y,Y,OR020,1229,OR020-1229,20,8/2/2023 12:00:00 AM,8/2/2023 6:00:00 AM,Y,8/7/2023 12:00:00 AM,N,,"Rees, L., Martin, L. ",Erigeron pumilus,ERCOC3,OR020-1229-ERCOC3,1000,311,100,P,0.6,,42.7582033151596,-118.720181768664,118,42,43,45,12.6543671912384,29.5319345746805,42°45'29.531934574680463 N,118°43'12.654367191238407 E,Geopoint,WGS84,6517.29264646462,Steens Wilderness,Steens North Loop,From Frenchglen travel East onto Steens North Loop dirt road for approximately 12 miles. At cattle grid turn left into clearing (dispersed camping area with car parking spaces). Site is 400m downslope from the clearing. ,Oregon,Harney,,15 - 20 / humid,BLM,,Sagebrush Steppe,"ARMI4,ERHE2,ELEL5,ACBL,ERBL",None,,"Highland,Foothills","Recreation,Wilderness,Wildlife_Habitat","Igneous, volcanic",10,NW,Sandy_Loam,10YR 5/3,4,8/2/2023 6:00:00 PM,"US, RENO, OSC, UTC","L. Rees, Chicago Botanic Garden ",In_Field,8/2/2023 6:00:00 PM,8/21/2023 10:44:51 PM,lmartin49,10/4/2023 10:10:32 PM,loganrees,,Northern Basin and Range,1986,,,,8/7/2023 6:00:00 AM,-118.720181768664,42.7582033151596
51,54e0ade5-432d-4e48-bebb-02ef479e555e,No,,Y,Y,OR020,1227,OR020-1227,18,7/27/2023 12:00:00 AM,7/27/2023 6:00:00 AM,Y,8/3/2023 12:00:00 AM,Y,"20230727, 20230803, 20230810","Rees, L., Martin, L. ",Leymus cinereus,LECI4,OR020-1227-LECI4,1000,300,200,P,5,,42.944438,-118.119803,118,42,7,56,11.2908000000164,39.9767999999932,42°56'39.976799999993204 N,118°7'11.290800000016361 E,Geopoint,WGS84,5200,Sheepshead Wilderness Study Area,Ryegrass Road,Drive south on Highway 78 from Burns until reaching BLM subunit at northern end of Sheepshead Mountain. Turn west onto dirt road through a barbed wire gate. Drive up the dirt road for approximately 5 miles. The road narrows and has minimal turnaround opportunities. The wash to the south and the stream up the road host large populations.  ,Oregon,Malheur,,20 - 25 / semi-humid,BLM,,Sagebrush Steppe,"ERHE2,ARCAB3,ERLI,ASFI,ACTH7",Grazed,,"Gulch,Hillslope","Grazing,Rangeland,Wilderness","Igneous, volcanic",20,S,Sandy_Loam,10YR 4/3,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","R. Benkendorf, Chicago Botanic Garden",In_Field,6/15/2023 6:00:00 PM,8/23/2023 6:09:19 PM,lmartin49,10/4/2023 10:10:34 PM,loganrees,8,Northern Basin and Range,1585,,,,8/3/2023 6:00:00 AM,-118.119803,42.944438
