ObjectID,GlobalID,SPEC_CHAR,LIN_NUM,Did you complete the associated Scouting Form?,Have you completed the associated Collection Equation Form?,COLL_ID,Collection Number,Seed Collection Reference Number,Alt. Collection Number,COLL_DT,adjusted_date,Did you collect on a second date?,SECOND_COLL_DT,Did you collect on additional days?,Date range,Collector Name(s),Taxa,NRCS PLANTS Code,outboxID,Approximate Number of Plants Found,Number of Plants Sampled,Collection Area Sampled in Acres,Seeds Collected From,Average Plant Height in Feet,Field Notes,Latitude,Longitude,Degree_long,Degree_lat,min_long,min_lat,long_sec,lat_sec,LATITUDE,LONGITUDE,GEOREF_SOURCE,GPS Datum,Elevation in feet,Subunit,Area within subunit,Location Details,State,County,Ecoregion Code,Seed Zone,Land owner,Non-BLM permission filed?,"Ecological Site Description, Habitat Type and/or National Vegetation Classification",Associated Species List,Modifying Factors,Describe other modifying factors,Land Form,Land Use,Geology,Approximate Slope in Degrees,Aspect,Soil Texture,SOIL_COLOR,Number of pressed specimens,Date voucher taken,Herbaria Receiving the Specimen,Identified by,Location of Identification,Date Identified,CreationDate,Creator,EditDate,Editor,Empirical Seed Zone,Ecoregion Name,Elevation in meters,NDA voucher collected?,NDA voucher number,Date Source ID application submitted to NDA?,adjusted_date2,x,y
37,4f6a2652-2f69-44f3-8a54-f4c023c2c247,No,,Y,Y,OR020,1228,OR020-1228,19,8/1/2023 12:00:00 AM,8/1/2023 12:00:00 AM,Y,8/2/2023 12:00:00 AM,N,,"L. Rees, L. Martin",Elymus elymoides,ELEL5,OR020-1228-ELEL5,3000,1521,100,P,1,,42.7581845040669,-118.720170756534,118,42,43,45,12.6147235211317,29.464214640879,42°45'29.46421464087905 N,118°43'12.614723521131737 E,Geopoint,WGS84,6518.74276619673,Steens Mountain Wilderness,North Loop Road ,From Frenchglen travel onto Steens North Loop for approx 12 miles. At cattle grid turn left into clearing. Site is 400m downslope ,Oregon,Harney ,80E,15 - 20 / humid,BLM,,,"ARMI4,ERCOC3,ERHE2,ACBL,POSE",None,,"Foothills,Footslope,Highland,Hillslope","Recreation,Wilderness,Wildlife_Habitat,Grazing",,5,NW,Other,Edit,4,7/26/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,7/26/2023 6:00:00 PM,8/4/2023 1:25:26 AM,lmartin49,8/23/2023 9:53:09 PM,lmartin49,,Northern Basin and Range,1986,,,,,-118.720170756534,42.7581845040669
38,b4d7a44e-702a-4959-81f7-a6272ef82b2a,No,,Y,Y,OR020,1223,OR020-1223,14,7/24/2023 12:00:00 AM,7/24/2023 12:00:00 AM,N,,,,"L. Rees, L. Martin, R. Benkendorf",Penstemon deustus,PEDE4,OR020-1223-PEDE4,1000,311,300,P,1,,43.5384681,-119.4207185,119,43,25,32,14.586600000024,18.4851600000104,43°32'18.48516000001041 N,119°25'14.586600000023964 E,Geopoint,WGS84,4399.60644,Sage Hen Flats,West Riley Highway 20,From Riley head west 4 mi on Highway 20. Site is on south side of road at the pull out. ,Oregon,Harney,80E,15 - 20 / semi-arid,BLM,,Sagebrush Steppe,"ARCAB3,ERLI,ERCOC3,LOTR2,POSE",None,,Flat,"Grazing,Rangeland",,0,Flat,Other,Edit,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC","Reed Benkendorf, Chicago Botanic Garden",In_Field,6/15/2023 6:00:00 PM,8/4/2023 1:25:27 AM,lmartin49,8/23/2023 8:40:58 PM,lmartin49,,Northern Basin and Range,1341,,,,,-119.4207185,43.5384681
39,5396f7c2-6701-4be4-850a-3656d5d60daa,No,,Y,Y,OR020,1224,OR020-1224,15,7/25/2023 12:00:00 AM,7/25/2023 12:00:00 AM,N,,,,"L. Rees, L. Martin, R. Benkendorf",Lomatium triternatum,LOTR2,OR020-1224-LOTR2,2000,753,200,P,1,,42.692409,-118.939512,118,42,56,41,22.2431999999765,32.6723999999922,42°41'32.672399999992194 N,118°56'22.24319999997647 E,Geopoint,WGS84,53477.692,Steens Mountain ,South Loop Road ,Gate 5 Steens Mountain South Loop,Oregon,Harney,80E,20 - 25 / semi-humid,BLM,,Sagebrush Steppe,"ARCAB3,ERLI,ERCOC3,LONU2",None,,Plateau,"Grazing,Recreation,Wilderness",,5,SW,Other,Edit,4,6/10/2023 6:00:00 PM,"US, RENO, OSC, UTC","Reed Benkendorf, Chicago Botanic Garden",In_Field,6/10/2023 6:00:00 PM,8/4/2023 1:25:27 AM,lmartin49,8/23/2023 8:51:29 PM,lmartin49,,Northern Basin and Range,16300,,,,,-118.939512,42.692409
40,ad074036-f5bb-4ef8-b836-9d75c48adef5,No,,Y,Y,OR020,1225,OR020-1225,16,7/25/2023 12:00:00 AM,7/25/2023 12:00:00 AM,Y,7/26/2023 12:00:00 AM,N,,"L.Rees, L.Martin, R.Benkendorf",Poa secunda,POSE,OR020-1225-POSE,20000,8824,200,P,1,,42.655769,-118.917635,118,42,55,39,3.48600000001511,20.7683999999978,42°39'20.76839999999777 N,118°55'3.4860000000151103 E,Geopoint,WGS84,5583.98968,Steens Mountain Wilderness,South Loop,,Oregon,Harney,80E,20 - 25 / semi-humid,,,,"ARCAB3,ACTH7",None,,"Foothills,Plains,Plateau","Grazing,Wilderness",,5,E,Other,Edit,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,6/15/2023 6:00:00 PM,8/4/2023 1:25:28 AM,lmartin49,8/23/2023 9:08:36 PM,lmartin49,,Northern Basin and Range,1702,,,,,-118.917635,42.655769
41,a9620dcf-34af-408d-a1a5-eccb1276c196,No,,Y,Y,OR020,1226,OR020-1226,17,7/26/2023 12:00:00 AM,7/26/2023 12:00:00 AM,N,,,,"L.Rees, L.Martin",Erigeron linearis,ERLI,OR020-1226-ERLI,1000,204,100,P,0.1,,42.692417,-118.9395,118,42,56,41,22.1999999999832,32.7011999999962,42°41'32.70119999999622 N,118°56'22.19999999998322 E,Geopoint,WGS84,5347.7692,Steens Mountain Wilderness,South Loop,South Loop Steens Mountain at Gate 5,Oregon,Harney,80E,20 - 25 / semi-humid,BLM,,,ARCAB3,None,,Foothills,"Protected,Wilderness",,5,SW,Other,Edit,,,,Reed Benkendorf Chicago Botanic Garden,In_Field,7/26/2023 6:00:00 PM,8/4/2023 1:25:28 AM,lmartin49,8/23/2023 9:17:42 PM,lmartin49,,Northern Basin and Range,1630,,,,,-118.9395,42.692417
42,56327389-6aff-4cdd-a4ba-fa52d83db414,No,,Y,Y,NV010,7,NV010-7,,8/1/2023 12:00:00 AM,8/1/2023 7:00:00 AM,Y,8/2/2023 12:00:00 AM,,,"Sermersheim, H., Rytting, G., Benkendorf, R.",Festuca idahoensis,FEID,NV010-7-FEID,600000,681,1,P,3,,41.5335368038504,-115.69860429325,115,41,41,32,54.9754556984135,0.73249386127145,41°32'0.7324938612714504 N,115°41'54.9754556984135 E,Geopoint,WGS84,6432.44626771441,Tuscarora Field Office,Mount Ichabod,From I-80/exit 301. Take Mountain City Hwy for 53 miles. Turn east/right at signs for Jarbidge. Follow road for 8 miles. Turn left on to dirt road. Population will be on right side of road,Nevada,Elko,13E,5 - 10 / semi-humid,BLM,,,"POSE,ELEL5,BAHO,ALAC4,PHHOH",None,,"Ridge,Saddle","Grazing,Recreation",,3,S,Silt_Loam,7.5YR 3/3,4,8/2/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,8/7/2023 2:52:33 PM,hazeyserm,8/28/2023 8:32:53 PM,hazeyserm,,Central Basin and Range,1960,Y,,,,-115.69860429325,41.5335368038504
43,2b25c854-30be-4302-95e9-1b051b8544bd,No,,Y,Y,NV010,6,NV010-6,,8/1/2023 12:00:00 AM,8/1/2023 7:00:00 AM,Y,8/2/2023 12:00:00 AM,,,"Sermersheim, H,. Rytting, G,. Benkendorf, R.",Poa secunda,POSE,NV010-6-POSE,8000000,467,1,P,1,,41.5335469053372,-115.698600311154,115,41,41,32,54.9611201536175,0.76885921395899,41°32'0.76885921395899 N,115°41'54.96112015361746 E,Geopoint,WGS84,6433.28009089175,Tuscarora Field Office,Mount Ichabod,From I-80/exit 301. Take Mountain City Hwy for 53 miles. Turn east/right at signs for Jarbidge. Follow road for 8 miles. Turn left on to dirt road.,Nevada,Elko,13E,5 - 10 / semi-humid,BLM,,,"FEID,BAHO,ALAC4,PHHOH,ELEL5",None,,"Ridge,Saddle","Grazing,Recreation",,3,S,Silt_Loam,7.5YR 3/3,4,8/2/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,8/7/2023 2:57:24 PM,hazeyserm,8/28/2023 8:33:44 PM,hazeyserm,,Central Basin and Range,1960,Y,,,,-115.698600311154,41.5335469053372
44,8f33529e-a18d-4e40-8ae1-59a4b9af14c2,No,,Y,Y,FWS0800,49,FWS0800-49,,8/4/2023 12:00:00 AM,8/4/2023 12:00:00 AM,N,,,,"A. Sigarroa, S. Plante",Elymus cinereus,LECI4,FWS0800-49-LECI4,200,200,2,P,3,Heavily grazed area. Healthy looking population. ,41.6500644561205,-118.318052407094,118,41,19,39,4.98866553702214,0.23204203391515,41°39'0.23204203391514966 N,118°19'4.988665537022143 E,Geopoint,WGS84,5037.59991090073,BLM Land ,Nine Mile Summit,About 5 miles in on Nine Mile Road on both sides,Nevada,Humboldt,,6-12/20-25,BLM,,Sagebrush steppe,"ARCAB3,BRTE,ACHY","Grazed,Burned,Invasives",,Backslope,"Grazing,Rangeland",,-1,S,Silty_Clay_Loam,7.5YR 4/2,3,,"Smithsonian, Bend Seed, UNR, Toiyabe National Forest Supervisors Office",Sophia Heston FWS Ecologist,In_Field,8/4/2023 7:00:00 PM,8/8/2023 10:35:39 PM,averymsigarroa,8/8/2023 10:35:39 PM,averymsigarroa,,Great Basin and range. ,1535,,,,,-118.318052407094,41.6500644561205
45,8be2be93-036c-44f6-b55f-e8fae19f3eb5,,,,,,,,,,,,,,,Look for MACA here and north of dry creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/2023 4:22:50 PM,averymsigarroa,8/9/2023 4:24:58 PM,averymsigarroa,,,,,,,,-118.033248561122,41.5443478067739
46,63aa8998-212f-442f-b9df-3f4115ffd69c,No,,Y,Y,NV010,8,NV010-8,HES11,8/7/2023 12:00:00 AM,8/7/2023 7:00:00 AM,Y,8/8/2023 12:00:00 AM,Y,20230807-20230809,"Sermersheim, H., Rytting, G.",Pseudoroegneria spicata,PSSP6,NV010-8-PSSP6,100000,5000,4,P,3,,41.5336370459825,-115.698925263143,115,41,41,32,56.1309473136612,1.09336553695584,41°32'1.0933655369558437 N,115°41'56.13094731366118 E,Geopoint,WGS84,6433.35750768251,Tuscarora Field Office,Mount Ichabod,From I-80/exit 301. Take Mountain City Hwy for 53 miles. Turn east/right at signs for Jarbidge. Follow road for 8 miles. Turn left on to dirt road. Population will be 0.25 miles from dirt road on right side of road,Nevada,Elko,13E,5 - 10 / semi-humid,BLM,,,"ALAC4,FEID,POSE,LECI4,ELEL5",None,,"Saddle,Ridge","Grazing,Recreation",,3,S,Silt_Loam,7.5YR 3/3,4,8/7/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,8/10/2023 5:29:15 PM,hazeyserm,9/7/2023 5:08:58 PM,hazeyserm,,Central Basin and Range,1960,Y,,,,-115.698925263143,41.5336370459825
47,d411a350-2ef9-4c33-82a5-3be804487280,No,,Y,Y,NV010,9,NV010-9,HES12,8/15/2023 12:00:00 AM,8/15/2023 7:00:00 AM,N,,,,"Sermersheim, H., Rytting, G.",Eriogonum umbellatum var. dichrocephalum,ERUMD3,NV010-9-ERUMD3,8000,1478,1,P,2,,41.7030010052672,-115.483409221466,115,41,29,42,0.273197276593464,10.8036189620623,41°42'10.803618962062274 N,115°29'0.27319727659346427 E,Geopoint,WGS84,6420.43148861362,Jarbidge Wilderness,Major gulch,From I-80/exit 301. Take Mountain City Hwy for 53 miles. Turn east/right at signs for Jarbidge onto Hwy 746. Continue for 27 miles. Turn left to follow signs to Jarbidge at fork. Turn right onto dirt road in front of bridge. Population is on the right.,Nevada,Elko,80E,10 - 15 / semi-humid,USFS,Y,,"BASA3,PEDE4,ARCAB3,RIVE,ERNAB2",None,,Ridge,"Grazing,Recreation",,12,N,Silt_Loam,Medium brown,4,8/2/2023 7:00:00 PM,"Smithsonian, NDA, Elko BLM Office, University of Nevada",,,,8/17/2023 7:03:46 PM,hazeyserm,9/7/2023 5:08:20 PM,hazeyserm,,Northern Basin and Range,1956,Y,,,,-115.483409221466,41.7030010052672
48,207b3864-e75e-4654-9764-ace1fff0d686,No,,Y,Y,FWS0800,50,FWS0800-50,N/A,8/18/2023 12:00:00 AM,8/18/2023 7:00:00 AM,N,,,,"Plante S. , Sigarroa, A. , Stone, L. , Grajeda-Rojas, L.",Cercocarpus ledifolius,CELE3,FWS0800-50-CELE3,250,100,10,P,10,N/A,41.6879805032579,-118.721211700356,118,41,43,41,16.3621212808619,16.7298117286089,41°41'16.729811728608865 N,118°43'16.362121280861857 E,Geopoint,WGS84,7800.75339082565,BLM Land,Onion Valley Reservoir,At the start of Blue Lake Trailhead.,Nevada,Humboldt,80E,15 - 20 / semi-humid,BLM,,Mountain mohagany/sagebrush steppe,"ARCAB3,CHVI8,ACTH7,BRTE,ERNA10,POTR5,LECI4","Grazed,Invasives",,"Plateau,Intermontane_Basin","Rangeland,Grazing,Recreation",N/A,3,NW,Sandy_Loam,5Y 2.5/1,3,8/18/2023 7:00:00 PM,"Smithsonian, Chicago Botanic Garden, UNR",Micheal McCampbell Winnemucca BLM,In_Field,8/14/2023 7:00:00 PM,8/21/2023 3:11:30 PM,averymsigarroa,9/11/2023 10:30:48 PM,averymsigarroa,25293,Northern Basin and Range,2377,N,,,,-118.721211700356,41.6879805032579
49,0063a3e1-65f9-4712-89e1-ef773fc6e458,No,,Y,N,NV060,26,NV060-26,,8/2/2023 12:00:00 AM,8/2/2023 7:00:00 AM,N,,,,"Lott, Payton",Leymus cinereus,LECI4,NV060-26-LECI4,22000,2356,400,P,5,Large flat with some sitting water south of HWY 6,38.0862599704816,-117.571312811607,117,38,34,5,16.7261217846408,10.5358937339361,38°5'10.535893733936064 N,117°34'16.72612178464078 E,Geopoint,WGS84,,Tonopah FO,Big Smokey Valley,South of HWY 6 ~ 6 miles west of Miller’s Rest area. Park @ cattle guard. ,Nevada,Esmeralda,13E,15 - 20 / arid,BLM,,Basin Flat,"ERICA2,SARCO",None,,"Basin,Flat",Rangeland,,0,Flat,Other,Light Brown,,,,Payton Lott,In_Field,8/1/2023 7:00:00 PM,8/21/2023 5:45:09 PM,paytonlott00,8/21/2023 5:45:09 PM,paytonlott00,,Central Basin and Range,,,,,,-117.571312811607,38.0862599704816
50,e14ffaaf-b6cf-4928-8e5c-9fe7090567bc,No,,Y,Y,OR020,1229,OR020-1229,20,8/2/2023 12:00:00 AM,8/2/2023 12:00:00 AM,Y,8/7/2023 12:00:00 AM,N,,"Logan Rees , Linda Martin ",Erigeron pumilus,ERCOC3,OR020-1229-ERCOC3,1000,311,100,P,0.6,,42.7582033151596,-118.720181768664,118,42,43,45,12.6543671912384,29.5319345746805,42°45'29.531934574680463 N,118°43'12.654367191238407 E,Geopoint,WGS84,6517.29264646462,Steens Wilderness,Steens North Loop,From Frenchglen take gravel road onto Steens North Loop. Follow road to site. Pull out immediately before cattle grid. ,Oregon,Harney,80E,15 - 20 / humid,BLM,,Sagebrush steppe mountain slope ,"ARMI4,ERHE2,ELEL5,ACBL,ERBL",None,,"Highland,Foothills","Recreation,Wilderness,Wildlife_Habitat",,10,NW,Other,Edit ,4,8/2/2023 6:00:00 PM,"US, RENO, OSC, UTC",Logan Rees Chicago Botanic Garden ,In_Field,8/2/2023 6:00:00 PM,8/21/2023 10:44:51 PM,lmartin49,8/23/2023 10:23:24 PM,lmartin49,,Northern Basin and Range,1986,,,,,-118.720181768664,42.7582033151596
51,54e0ade5-432d-4e48-bebb-02ef479e555e,No,,Y,Y,OR020,1227,OR020-1227,18,7/27/2023 12:00:00 AM,7/27/2023 12:00:00 AM,Y,8/3/2023 12:00:00 AM,Y,"20230727, 20230803, 20230810","Logan Rees, Linda Martin",Leymus cinereus,LECI4,OR020-1227-LECI4,1000,300,200,P,5,,42.944438,-118.119803,118,42,7,56,11.2908000000164,39.9767999999932,42°56'39.976799999993204 N,118°7'11.290800000016361 E,Geopoint,WGS84,5200,Sheepshead Wilderness Study Area,Ryegrass Road,Drive south on 78 until reaching BLM subunit at northern end of Sheepshead Mtn. Turn west at the road with a barbed wire gate. Drive up the track. The wash to the south and the stream up the road host large populations.  ,Oregon,Malheur,80E,20 - 25 / semi-humid,BLM,,Sagebrush Steppe,"ERHE2,ARCAB3,ERLI,ASFI",Grazed,,"Gulch,Hillslope","Grazing,Rangeland,Wilderness",,20,S,Other,Edit ,4,6/15/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,6/15/2023 6:00:00 PM,8/23/2023 6:09:19 PM,lmartin49,8/23/2023 9:30:42 PM,lmartin49,,Northern Basin and Range,1585,,,,,-118.119803,42.944438
52,1d0b78cb-b22b-45d9-94d7-896e396839d0,No,,Y,Y,OR020,1230,OR020-1230,21,8/8/2023 12:00:00 AM,8/8/2023 12:00:00 AM,Y,8/9/2023 12:00:00 AM,N,,"Logan Rees, Linda Martin",Eriogonum heracleoides,ERHE2,OR020-1230-ERHE2,3000,1910,200,P,1,,42.75829,-118.720524,118,42,43,45,13.886399999991,29.8440000000085,42°45'29.844000000008464 N,118°43'13.886399999991 E,Geopoint,WGS84,6518.044828,Steens Wilderness ,Steens North Loop Road,From Frenchglen take Steens gravel road until site. Pull out immediately before cattle grid. ,Oregon,Harney,80E,15 - 20 / humid,BLM,,,"ERCOC3,ERSP4,ELEL5,ACTH7,ARCAB3",Grazed,,Hillslope,"Grazing,Wilderness",,5,N,Other,Edit,4,7/26/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,7/26/2023 6:00:00 PM,8/23/2023 6:09:19 PM,lmartin49,8/23/2023 10:32:37 PM,lmartin49,,Northern Basin and Range,1986,,,,,-118.720524,42.75829
53,6bc8e10b-f8ec-48cc-bdf6-c3884697cc65,No,,Y,Y,OR020,1231,OR020-1231,22,8/14/2023 12:00:00 AM,8/14/2023 12:00:00 AM,Y,8/15/2023 12:00:00 AM,N,,"Logan Rees, Linda Martin",Phacelia hastata,PHHA,OR020-1231-PHHA,500,485,100,P,0.1,,42.67303,-118.691117,118,42,41,40,28.0212000000199,22.9079999999897,42°40'22.90799999998967 N,118°41'28.021200000019917 E,Geopoint,WGS84,7299.869,Steens Wilderness,Steens Loop South Road Gate 3,Steens Loop South Road past South Steens Campground. Pull out at parking spot just before Gate 3.,Oregon,Harney,80E,15 - 20 / humid,BLM,,,"CELE3,POSE,PELE8,ERSP4,ERHE2,ERUM",None,,Rim,"Multiple_Use,Wilderness",,10,SE,Other,Edit,4,7/25/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,7/26/2023 6:00:00 PM,8/23/2023 6:09:20 PM,lmartin49,8/23/2023 10:43:02 PM,lmartin49,,Northern Basin and Range,2225,,,,,-118.691117,42.67303
54,7c178caa-cad2-4b66-97f6-b816eac98611,No,,Y,Y,OR020,1232,OR020-1232,23,8/15/2023 12:00:00 AM,8/15/2023 12:00:00 AM,Y,8/16/2023 12:00:00 AM,N,,"Logan Rees, Linda Martin",Cercocarpus ledifolius,CELE3,OR020-1232-CELE3,500,150,250,P,8,,42.673101,-118.691117,118,42,41,40,28.0212000000199,23.1636000000094,42°40'23.16360000000941 N,118°41'28.021200000019917 E,Geopoint,WGS84,7299.869,Steens Wilderness,Steens Loop South Road Gate 3,Steens Loop South Road past South Steens Campground. Pull out at parking spot just before Gate 3.,Oregon,Harney,80E,15 - 20 / humid,BLM,,,"ERSP4,PHHA,PELE8,POSE",None,,Rim,"Multiple_Use,Wilderness",,10,SE,Other,Edit,4,8/17/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,8/15/2023 6:00:00 PM,8/23/2023 6:09:21 PM,lmartin49,8/23/2023 10:49:13 PM,lmartin49,,Northern Basin and Range,2225,,,,,-118.691117,42.673101
55,025774b5-199e-4c49-8c2f-3857ae7153b0,No,,Y,Y,OR020,1233,OR020-1233,,8/17/2023 12:00:00 AM,8/17/2023 12:00:00 AM,N,8/15/2023 12:00:00 AM,N,,"Logan Rees, Linda Martin",Erigeron speciosus,ERSP4,OR020-1233-ERSP4,300,91,100,P,0.5,,42.673101,-118.691117,118,42,41,40,28.0212000000199,23.1636000000094,42°40'23.16360000000941 N,118°41'28.021200000019917 E,Geopoint,WGS84,7299.869,Steens Wilderness,Steens Loop South Road Gate 3,Steens Loop South Road past South Steens Campground. Pull out at parking spot just before Gate 3.,Oregon,Harney,80E,15 - 20 / humid,,,,"CELE3,POSE,PHHA,ARCAB3",None,,Rim,"Multiple_Use,Wilderness",,10,SE,Other,Edit,4,8/17/2023 6:00:00 PM,"US, RENO, OSC, UTC",Reed Benkendorf Chicago Botanic Garden,In_Field,7/25/2023 6:00:00 PM,8/23/2023 6:09:21 PM,lmartin49,8/23/2023 10:56:07 PM,lmartin49,,Northern Basin and Range,2225,,,,,-118.691117,42.673101
56,d72c09fe-c916-44f0-812a-ae11c741652a,No,,Y,Y,NV010,10,NV010-10,HES12,8/22/2023 12:00:00 AM,8/22/2023 7:00:00 AM,N,,,,"Sermersheim, H., Rytting, G.",Eriogonum heracleoides,ERHE2,NV010-10-ERHE2,10000,594,2,P,1,,41.7665350122523,-115.749689712361,115,41,44,45,58.8829645009957,59.526044108145,41°45'59.526044108145015 N,115°44'58.88296450099574 E,Geopoint,WGS84,6659.61685714922,Independence Mountains,Sunflower Flat,"From Elko exit 301, take Mountain City Hwy for 64 miles. Turn east/right onto Gold Creek Rd/NF-034 for 11 miles. Population is widely distributed on both sides of road.",Nevada,Elko,80E,15 - 20 / semi-humid,USFS,Y,,"POSE,PSSP6,LECI4,ELEL5,WYAM",None,,Flat,"Grazing,Recreation",,3,NE,Clay_Loam,7.5YR 3/2,4,8/23/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,8/25/2023 4:56:42 PM,hazeyserm,8/28/2023 8:46:11 PM,hazeyserm,,Northern Basin and Range,2029,Y,,,,-115.749689712361,41.7665350122523
57,8bce9f22-9380-4e7e-ac7b-2aca108b5a08,No,,Y,Y,NV010,11,NV010-11,HES13,8/23/2023 12:00:00 AM,8/23/2023 7:00:00 AM,Y,8/24/2023 12:00:00 AM,,,"Sermersheim, H., Rytting, G.",Pseudoroegneria spicata,PSSP6,NV010-11-PSSP6,50000,2278,2,P,3,,41.766513988522,-115.749672730589,115,41,44,45,58.821830120238,59.4503586790722,41°45'59.450358679072224 N,115°44'58.82183012023802 E,Geopoint,WGS84,6656.01577987792,Independence Mountains,Sunflower Flat,"From Elko exit 301, take Mountain City Hwy for 64 miles. Turn east/right onto Gold Creek Rd/NF-034 for 11 miles. Population is widely distributed on both sides of road.",Nevada,Elko,80E,15 - 20 / semi-humid,USFS,Y,,"ERHE2,POSE,LECI4,ELEL5,WYAM",None,,Flat,"Grazing,Recreation",,3,NE,Clay_Loam,7.5YR 3/2,4,8/23/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,8/25/2023 4:58:07 PM,hazeyserm,9/7/2023 5:07:17 PM,hazeyserm,,Northern Basin and Range,2028,Y,,,,-115.749672730589,41.766513988522
58,0a6df90c-6529-4e65-9196-7e4fa3660829,No,,Y,Y,NV010,12,NV010-12,HES14,8/31/2023 12:00:00 AM,8/30/2023 7:00:00 AM,N,,,,"Sermersheim, H., Rytting, G.",Amelanchier alnifolia,AMAL2,NV010-12-AMAL2,800,7,1,P,11,,41.4404527219166,-115.077202255921,115,41,4,26,37.9281213163983,25.6297988997596,41°26'25.629798899759635 N,115°4'37.92812131639835 E,Geopoint,WGS84,6340.33895622697,Wells Field Office,Farleen Butte,"From exit 333 Deeth/Starr Valley, drive for 0.3 miles. Turn right onto NV-230 E/Starr Valley Rd for 0.8 miles. Take O'Neil Basin Rd and O'Neill-Deeth County Rd for 30 miles. Turn right to follow BLM recreation area road. Population is on right side of road.",Nevada,Elko,13E,10 - 15 / semi-humid,BLM,,,"ARCAB3,SYOR2,RIVE,ROWO,ALAC4",None,,Flat,"Grazing,Recreation",,2,NE,Clay_Loam,10YR 2/2,4,8/30/2023 7:00:00 PM,"Smithsonian, Elko BLM Office, NDA, University of Nevada",,,,8/31/2023 5:51:03 PM,hazeyserm,8/31/2023 7:50:18 PM,hazeyserm,,Central Basin and Range,1932,Y,,,,-115.077202255921,41.4404527219166
59,8d0dcdc1-9931-4d9c-b501-92a2328029e8,No,,Y,Y,FWS0800,48,FWS0800-48,,8/18/2023 12:00:00 AM,8/18/2023 7:00:00 AM,Y,9/1/2023 12:00:00 AM,N,,"Plants, S., Sigarroa, A.",Cercocarpus ledifolius,CELE3,FWS0800-48-CELE3,100,50,2,P,10,,41.6894790318442,-118.724388990336,118,41,43,41,27.8003652096868,22.124514638943,41°41'22.12451463894297 N,118°43'27.800365209686788 E,Geopoint,WGS84,7658.6421865113,BLM Land,Onion Valley Reservoir,"From Denio Junction, drive west for 6 miles until a sign for Onion Valley Reservoir comes up to the south (left) side of the road. Turn south (left) from highway 140 onto Knott Creek rd and take that dirt road for 5 miles until another side for onion Valley reservoir comes up to the east (left) of the road. Take this dirt road through the mountains for 7 miles until you get to onion Valley reservoir, and follow the road around the reservoir going northeast to the population point as if you were heading up to blue lake trailhead ",Nevada,Humboldt,80E,15 - 20 / semi-humid,BLM,,"Sagebrush steppe, mountain mahogany ","ARCAB3,CHVI8,ACTH7,BRTE,ERNA10,POTR5,LECI4","Invasives,Grazed",,"Plateau,Intermontane_Basin","Grazing,Recreation",,-10,NW,Sandy_Loam,5YR 2.5/1,3,9/1/2023 7:00:00 PM,"Smithsonian, UNR, Chicago Botanic Garden","Michael McCampbell, Winnemucca BLM",In_Field,8/18/2023 7:00:00 PM,9/3/2023 4:09:32 PM,averymsigarroa,9/3/2023 4:09:32 PM,averymsigarroa,,Northern Basin and Range,2334,N,,,,-118.724388990336,41.6894790318442
